Publishing_Year,Author_Rating_Num,Average_Rating,Rating_Count,Gross_Sales_EUR,Publisher_Revenue_EUR,Adapted_to_Film,Genre_Adventure,Genre_Biography,Genre_Children’s,Genre_Classic,Genre_Dystopian,Genre_Fantasy,Genre_Fiction,Genre_Graphic Novel,Genre_Historical Fiction,Genre_Horror,Genre_Memoir,Genre_Mystery,Genre_Nonfiction,Genre_Philosophy,Genre_Politics,Genre_Romance,Genre_Satire,Genre_Science Fiction,Genre_Thriller,Genre_Young Adult
1985,4,4.15,147890,117810.0,70686.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1985,4,4.11,90917,1350310.0,810186.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1986,4,4.24,71815,352.82,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1986,2,3.94,75196,112860.0,67716.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1986,3,4.53,76785,111870.0,67122.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1986,4,4.3,123945,950.82,0.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1986,2,4.34,159703,1309770.0,785862.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1986,4,4.1,91774,553.15,331.89,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1986,2,4.09,142168,17783.3,10669.98,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1986,4,4.11,73918,331.89,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1986,2,4.25,135979,1949.31,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1987,2,4.22,128450,3821220.0,2292732.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1987,2,3.92,72714,700830.0,420498.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1987,4,4.13,73573,588.82,0.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1987,2,3.77,128244,4473.6,2684.16,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1987,3,3.48,89262,790.68,0.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1987,2,3.97,89569,478.4,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1987,2,4.11,141674,6079.85,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1987,3,4.61,117788,1886220.0,1131732.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1987,2,4.16,109595,1049.49,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1987,3,4.0,692000,5000000.0,2000000.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1987,2,4.23,145267,12437.5,7462.5,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1987,4,4.04,58062,104.94,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1987,2,4.0,88673,145.53,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1987,2,3.75,61412,1088910.0,653346.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1987,2,4.23,139052,2539240.0,1523544.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1988,2,3.94,105032,1635930.0,981558.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1988,4,4.36,104690,738.53,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1988,4,4.1,67128,799110.0,479466.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1988,2,4.36,113855,455.4,273.24,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1988,2,3.86,110693,223740.0,134244.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1988,3,4.65,93001,166.32,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1989,4,4.34,57312,846940.0,508164.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1989,4,4.17,61842,111.87,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1989,2,4.21,122225,470.25,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1989,2,4.29,141945,1019.7,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1989,2,4.3,122540,2251.8,1351.08,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1989,2,3.74,94624,550160.0,330096.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1989,4,4.21,105192,1097.25,658.35,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1989,2,4.08,105317,1115270.0,669162.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1989,4,4.32,108652,1142.71,0.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1989,4,4.1,105892,1874870.0,1124922.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1990,2,3.9,76376,640220.0,384132.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1990,2,3.86,99831,777.4,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1990,4,4.18,63235,641.3,384.78,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1990,4,4.1,79824,357540.0,214524.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1991,4,4.23,60193,434910.0,260946.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1991,2,3.77,104467,1707.15,1024.29,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1991,2,3.87,153821,2772.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1991,2,3.88,109692,10224.0,6134.4,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1991,3,4.41,90147,583830.0,350298.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1991,4,4.28,67753,426.93,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1991,2,4.24,117483,1429.22,0.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1992,4,4.27,72588,1220.4,732.24,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1992,3,4.42,66079,343.85,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1992,2,3.78,61347,324210.0,194526.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1992,2,3.97,68451,458.85,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1992,2,3.89,66049,670.88,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1992,2,3.7,67267,214920.0,128952.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1992,2,3.81,71053,661380.0,396828.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1992,2,4.21,122524,2057580.0,1234548.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1992,2,3.88,83741,663.67,0.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1992,2,3.97,63304,892040.0,535224.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1992,2,3.96,72426,573.85,344.31,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1992,4,4.08,98591,1274560.0,764736.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1992,3,3.47,100158,433820.0,260292.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1992,4,4.2,78487,334880.0,200928.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1993,2,3.9,145161,2724310.0,1634586.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1993,2,4.07,59453,1100320.0,660192.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1993,2,3.83,103151,1281.86,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1993,4,4.13,93227,1480.05,888.03,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1993,4,4.16,62330,670.88,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1993,2,3.98,77277,129690.0,77814.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1993,4,4.22,87423,116820.0,70092.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1993,2,3.83,159249,26904060.0,16142436.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1993,2,4.38,157395,8171.67,0.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1993,4,4.02,104252,442.52,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1993,4,4.11,83695,439530.0,263718.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1993,2,3.6,72675,594510.0,356706.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1994,2,3.76,57818,854930.0,512958.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1994,4,4.1,91046,823.35,494.01,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1994,4,4.05,96981,1230240.0,738144.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1994,2,3.8,131945,1393.34,0.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1994,4,4.1,72207,349.83,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1994,4,4.31,43927,316940.0,0.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1994,2,3.95,129350,544.5,326.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1994,2,3.9,167997,26182.0,15709.2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1994,4,4.07,80056,787.2,472.32,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1994,2,3.76,102715,292.05,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1994,2,3.95,57583,108.9,65.34,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1994,2,3.79,100972,2311.05,1386.63,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1994,2,3.57,62106,915110.0,549066.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1995,4,4.13,78028,1772.95,1063.77,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1995,2,3.91,66947,442.89,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1995,4,4.01,68011,858030.0,514818.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1995,2,3.66,70921,222880.0,133728.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1995,2,3.91,137412,12040.93,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1995,2,4.14,132777,2907.39,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995,2,4.17,137047,8811180.0,5286708.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995,4,4.19,61836,970920.0,582552.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1995,4,4.15,95421,903.19,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995,4,4.15,72481,1656.2,993.72,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1995,4,4.1,83235,1111120.0,666672.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995,2,3.73,119911,1423.24,0.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1995,4,4.16,73883,426930.0,256158.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995,2,3.72,83389,1398.6,839.16,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1995,2,4.08,98738,3451.35,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1995,2,3.81,128961,1641.75,985.05,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1995,2,3.94,134849,20309.55,12185.73,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1996,2,3.91,52333,589360.0,353616.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1996,2,4.34,99252,1136.2,681.72,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1996,2,3.66,59229,104940.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1996,2,3.7,77251,1395.15,837.09,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1996,2,3.98,60624,106920.0,64152.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996,2,4.34,123736,1024.85,614.91,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1996,4,4.06,80906,151.47,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1996,4,4.21,82608,164.34,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996,2,3.8,94821,196020.0,117612.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1996,4,4.11,116171,2177820.0,1306692.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1996,2,4.33,111779,366.3,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996,2,3.77,52031,117.81,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1996,2,3.79,83351,712810.0,427686.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996,2,3.74,74517,1022210.0,613326.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1996,2,3.84,102733,267.3,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1996,2,4.0,86421,137.61,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996,2,4.12,156869,2639340.0,1583604.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,4,4.14,113400,1109790.0,665874.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1997,3,4.42,67047,458.85,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,2,4.18,120541,5253220.0,3151932.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1997,2,3.89,86870,746.13,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1997,2,3.97,133155,6885890.0,4131534.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1997,2,3.79,102746,3060170.0,1836102.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,2,4.24,105026,1019590.0,611754.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,2,3.95,82591,595.01,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1997,2,4.12,97016,4388340.0,2633004.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,3,4.5,11024224,1500000000.0,1000000000.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,2,4.1,104549,4771.2,2862.72,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,4,4.07,45382,634410.0,380646.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,4,4.18,67125,470.82,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,2,3.95,63324,884.35,530.61,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1997,2,3.95,153764,1705770.0,1023462.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1997,2,3.86,154100,1062870.0,637722.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1998,2,3.91,97462,500.0,300.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1998,2,4.0,62128,334880.0,200928.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1998,2,3.89,89770,630.89,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1998,2,3.69,111856,6932.45,4159.47,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1998,2,3.79,101999,1079390.0,647634.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1998,2,3.9,74815,234820.0,140892.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1998,4,4.14,61498,1327.75,796.65,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1998,2,4.3,115521,411.84,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1998,2,3.95,84770,873680.0,524208.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1998,2,3.84,71411,450870.0,270522.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1998,2,3.86,67753,450870.0,270522.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1998,2,3.94,84358,355810.0,213486.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1998,4,4.12,98276,1544620.0,926772.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1998,2,3.83,73515,862580.0,517548.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1998,2,3.81,80577,320390.0,192234.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1998,2,3.5,71777,1367.35,820.41,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1998,2,3.97,94478,2106.45,1263.87,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1998,4,4.17,106871,151470.0,90882.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1998,3,4.4,4300000,700000000000.0,1000000000.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1998,2,3.52,113915,3703390.0,2222034.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1998,2,3.87,131004,569.25,0.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1998,2,3.88,84367,472420.0,283452.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1998,1,3.29,113977,448.47,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1999,2,3.77,77462,1427420.0,856452.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1999,4,4.25,72683,327360.0,196416.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1999,2,3.8,65063,216910.0,130146.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1999,2,3.93,49551,192060.0,115236.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1999,2,3.82,62229,1084590.0,650754.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,2,4.2,111497,1007.5,604.5,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,2,3.56,95768,1346760.0,808056.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1999,2,3.83,55381,933660.0,560196.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1999,4,4.06,32626,352.82,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1999,2,3.85,57993,430.92,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,2,3.95,130213,1202590.0,721554.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999,2,4.23,118467,1031.55,618.93,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,4,4.07,55251,316940.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1999,2,3.75,82474,167310.0,100386.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999,3,4.58,4658341,750000000000.0,1000000000.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,2,3.83,148563,12791.7,7675.02,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1999,2,3.89,73000,431660.0,258996.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,1,3.41,78132,562.59,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1999,4,4.16,57259,107.91,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1999,2,4.31,131481,1943.5,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1999,2,3.83,50422,1078920.0,647352.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1999,2,3.83,80377,778440.0,467064.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1999,2,4.12,110651,8573.25,5143.95,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1999,2,3.53,73093,1098.9,659.34,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1999,4,4.35,104633,288090.0,172854.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,2,4.0,54937,771420.0,462852.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1999,2,3.74,112733,997.5,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999,4,4.17,92737,671.55,402.93,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1999,2,3.79,62405,109.89,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2000,2,3.95,98464,1885640.0,1131384.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2000,4,4.23,117103,1487020.0,892212.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2000,3,4.56,54977,325.91,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000,4,4.18,99329,514.71,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2000,2,3.98,78529,260690.0,156414.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2000,2,3.97,128406,1188.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2000,2,4.0,154476,1522.62,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000,2,4.1,142092,8569.34,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2000,4,4.05,58688,438.9,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2000,3,4.6,3551966,800000000000.0,1000000000.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000,2,3.89,81945,458.85,0.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2000,2,4.0,134177,11057540.0,6634524.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2000,2,3.71,69351,942820.0,565692.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2000,2,3.91,118624,161370.0,96822.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000,2,3.73,67768,573.85,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
