Publishing_Year,Book_Name,Author,Language_Code,Author_Rating,Book_Average_Rating,Book_Ratings_Count,Genre,Gross_Sales,Publisher_Revenue,Sale_Price,Sale_Rank,Publisher,Units_Sold
Publishing_Year,Book_Name,Author,Language_Code,Author_Rating,,,Genre,,,,,Publisher,
2013,Lets Explore Diabetes with Owls,David Sedaris,eng,Intermediate,3.8,81616.0,genre fiction,478.4,287.04,2.99,565.0,Macmillan,4320.0
2015,Why Not Me?,Mindy Kaling,eng,Intermediate,3.89,74199.0,genre fiction,1598.4,959.04,9.99,568.0,Random House LLC,4320.0
1997,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,en-US,Excellent,4.07,45382.0,genre fiction,634.41,380.646,3.99,572.0,Hachette Book Group,4293.0
2005,Elantris,Brandon Sanderson,eng,Excellent,4.17,95950.0,genre fiction,314.42,188.652,1.99,574.0,Simon and Schuster Digital Sales Inc,4266.0
2009,Handle with Care,Jodi Picoult,eng,Intermediate,3.96,90138.0,fiction,1420.42,852.252,8.99,577.0,HarperCollins Publishers,4266.0
1999,The Testament,John Grisham,,Intermediate,3.83,80377.0,nonfiction,778.44,467.064,4.99,585.0,Random House LLC,4212.0
1930,Murder at the Vicarage,Agatha Christie,eng,Excellent,4.03,93963.0,nonfiction,669.24,401.544,4.29,586.0,HarperCollins Publishing,4212.0
1998,Among the Hidden ,Margaret Peterson Haddix,eng,Intermediate,3.97,94478.0,genre fiction,2106.45,1263.87,13.59,589.0,HarperCollins Publishers,4185.0
1958,The Witch of Blackbird Pond,Elizabeth George Speare,en-US,Intermediate,3.97,105770.0,nonfiction,1230.46,738.276,7.99,591.0,Penguin Group (USA) LLC,4158.0
2006,Darkfever,Karen Marie Moning,eng,Excellent,4.14,110812.0,genre fiction,1618.8,971.28,10.65,601.0,Penguin Group (USA) LLC,4104.0
1995,Stone of Tears,Terry Goodkind,en-US,Excellent,4.1,83235.0,genre fiction,1111.12,666.672,7.31,603.0,Penguin Group (USA) LLC,4104.0
2010,Heart of the Matter,Emily Giffin,en-US,Intermediate,3.73,83461.0,genre fiction,910.48,546.288,5.99,603.0,Simon and Schuster Digital Sales Inc,4104.0
1993,The Celestine Prophecy,James Redfield,en-US,Intermediate,3.6,72675.0,genre fiction,594.51,356.706,3.99,615.0,Penguin Group (USA) LLC,4023.0
2012,My Life Next Door ,Huntley Fitzpatrick,eng,Excellent,4.02,102012.0,genre fiction,594.51,356.706,3.99,615.0,Simon and Schuster Digital Sales Inc,4023.0
2012,Winter of the World,Ken Follett,eng,Excellent,4.29,71971.0,nonfiction,1488.51,893.106,9.99,616.0,HarperCollins Publishing,4023.0
1927,To The Lighthouse ,Virginia Woolf,eng,Intermediate,3.76,83066.0,genre fiction,1144.04,686.424,7.73,619.0,Macmillan,3996.0
2013,Sycamore Row,John Grisham,eng,Intermediate,3.98,56315.0,genre fiction,1074.57,644.742,7.31,627.0,Penguin Group (USA) LLC,3969.0
2008,Change of Heart,Jodi Picoult,en-US,Intermediate,3.91,86471.0,genre fiction,990.35,594.21,6.83,634.0,Simon and Schuster Digital Sales Inc,3915.0
2001,Sam's Letters To Jennifer,James Patterson,,Excellent,4.15,77538.0,genre fiction,868.55,521.13,5.99,636.0,Hachette Book Group,3915.0
2015,Grey,E.L. James,en-GB,Intermediate,3.76,75320.0,genre fiction,1134.72,680.832,7.88,637.0,Hachette Book Group,3888.0
1945,The Great Divorce,C.S. Lewis,en-US,Excellent,4.28,75031.0,fiction,1428.57,857.142,9.99,642.0,Penguin Group (USA) LLC,3861.0
2004,Little Earthquakes,Jennifer Weiner,,Intermediate,3.76,77592.0,nonfiction,1072.5,643.5,7.5,645.0,Random House LLC,3861.0
2009,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,en-US,Excellent,4.34,82399.0,genre fiction,1560.58,936.348,10.99,647.0,Penguin Group (USA) LLC,61560.0
2014,Maybe Someday,Colleen Hoover,eng,Excellent,4.33,81707.0,genre fiction,969.86,581.916,6.83,649.0,Random House LLC,61128.0
1915,Anne of the Island,L.M. Montgomery,eng,Excellent,4.21,97049.0,genre fiction,139.59,83.754,0.99,652.0,Random House LLC,60696.0
1985,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,eng,Excellent,4.18,71095.0,genre fiction,725.88,435.528,5.26,665.0,Penguin Group (USA) LLC,53784.0
2012,Finale,Becca Fitzpatrick,eng,Excellent,4.22,107569.0,genre fiction,1516.62,909.972,10.99,666.0,Penguin Group (USA) LLC,53784.0
1985,Skeleton Crew,Stephen King,eng,Intermediate,3.93,82320.0,genre fiction,957.72,574.632,6.94,668.0,Random House LLC,53568.0
2002,Lullaby,Chuck Palahniuk,,Intermediate,3.73,66713.0,genre fiction,1094.63,656.778,7.99,671.0,Hachette Book Group,53352.0
2014,Ugly Love,Colleen Hoover,eng,Excellent,4.3,107583.0,genre fiction,808.65,485.19,5.99,681.0,Random House LLC,52488.0
1977,The Amityville Horror,Jay Anson,eng,Intermediate,3.82,80959.0,genre fiction,1191.26,714.756,8.89,684.0,Hachette Book Group,52056.0
1999,Cryptonomicon,Neal Stephenson,eng,Excellent,4.25,72683.0,children,327.36,196.416,2.48,694.0,Random House LLC,50112.0
2000,Prodigal Summer,Barbara Kingsolver,en-US,Intermediate,3.98,78529.0,genre fiction,260.69,156.414,1.99,696.0,Simon and Schuster Digital Sales Inc,49896.0
1996,We Were the Mulvaneys,Joyce Carol Oates,eng,Intermediate,3.7,77251.0,genre fiction,1395.15,837.09,10.65,698.0,Hachette Book Group,49680.0
2011,The Psychopath Test,Jon Ronson,eng,Intermediate,3.91,44097.0,genre fiction,492.7,295.62,3.79,701.0,Macmillan,49032.0
2005,Vanishing Acts,Jodi Picoult,en-US,Intermediate,3.68,79662.0,genre fiction,258.7,155.22,1.99,703.0,Random House LLC,48816.0
1995,Absolute Power,David Baldacci,eng,Excellent,4.15,72481.0,genre fiction,1656.2,993.72,12.74,704.0,Macmillan,48816.0
1958,Exodus,Leon Uris,eng,Excellent,4.33,77258.0,genre fiction,1470.72,882.432,11.49,711.0,Random House LLC,47304.0
1945,Cannery Row ,John Steinbeck,eng,Excellent,4.02,81598.0,genre fiction,1153.28,691.968,9.01,713.0,HarperCollins Publishers,47088.0
2011,Seriously...I'm Kidding,Ellen DeGeneres,en-US,Intermediate,3.72,74358.0,genre fiction,843.28,505.968,6.64,714.0,Hachette Book Group,46872.0
2012,Onyx,Jennifer L. Armentrout,eng,Excellent,4.33,111448.0,genre fiction,1127.5,676.5,9.02,725.0,Random House LLC,46008.0
2016,The Girls,Emma Cline,eng,Novice,3.49,76761.0,genre fiction,974.78,584.868,7.99,737.0,Random House LLC,44928.0
2003,The Goose Girl,Shannon Hale,en-US,Excellent,4.18,92952.0,genre fiction,120.78,72.468,0.99,738.0,Simon and Schuster Digital Sales Inc,44280.0
2001,Mystic River,Dennis Lehane,en-US,Excellent,4.19,86103.0,genre fiction,1096.78,658.068,8.99,739.0,Random House LLC,43848.0
1966,The Moon is a Harsh Mistress,Robert A. Heinlein,eng,Excellent,4.17,80366.0,genre fiction,930.49,558.294,7.69,743.0,Penguin Group (USA) LLC,43416.0
1984,Cold Sassy Tree,Olive Ann Burns,,Intermediate,3.99,82281.0,genre fiction,950.81,570.486,7.99,751.0,Random House LLC,42120.0
2011,Rules of Civility,Amor Towles,eng,Intermediate,3.99,75541.0,genre fiction,712.81,427.686,5.99,760.0,Penguin Group (USA) LLC,40824.0
2012,Free Four: Tobias Tells the Divergent Story,Veronica Roth,eng,Excellent,4.18,81621.0,nonfiction,1188.81,713.286,9.99,765.0,Hachette Book Group,38880.0
1897,The Invisible Man,H.G. Wells,eng,Intermediate,3.62,84778.0,genre fiction,117.81,70.686,0.99,772.0,Macmillan,38016.0
1990,Four Past Midnight,Stephen King,en-GB,Intermediate,3.9,76376.0,nonfiction,640.22,384.132,5.38,779.0,HarperCollins Publishers,37368.0
2012,The Marriage Bargain,Jennifer Probst,eng,Intermediate,3.81,91630.0,genre fiction,1307.81,784.686,10.99,781.0,Random House LLC,37368.0
1998,Someone Like You,Sarah Dessen,eng,Intermediate,3.94,84358.0,nonfiction,355.81,213.486,2.99,786.0,Simon and Schuster Digital Sales Inc,36936.0
2003,Moloka'i,Alan Brennert,en-US,Excellent,4.15,75307.0,nonfiction,950.81,570.486,7.99,787.0,HarperCollins Christian Publishing,36720.0
2015,Fates and Furies,Lauren Groff,eng,Intermediate,3.56,66085.0,genre fiction,862.58,517.548,7.31,792.0,HarperCollins Publishers,36504.0
1998,Summer Sisters,Judy Blume,,Intermediate,3.83,73515.0,genre fiction,862.58,517.548,7.31,794.0,Penguin Group (USA) LLC,36504.0
1953,The Foundation Trilogy,Isaac Asimov,eng,Excellent,4.39,72311.0,fiction,1060.82,636.492,8.99,797.0,HarperCollins Publishers,36504.0
2001,Seven Up,Janet Evanovich,en-US,Excellent,4.15,94506.0,genre fiction,1320.42,792.252,11.19,800.0,HarperCollins Publishers,36072.0
2009,The Awakening,Kelley Armstrong,eng,Excellent,4.16,95026.0,genre fiction,761.1,456.66,6.45,802.0,Simon and Schuster Digital Sales Inc,36072.0
2007,Before They Are Hanged,Joe Abercrombie,eng,Excellent,4.27,68865.0,genre fiction,116.82,70.092,0.99,804.0,Random House LLC,35856.0
2007,Loving Frank,Nancy Horan,en-US,Intermediate,3.73,72734.0,genre fiction,824.82,494.892,6.99,804.0,Hachette Book Group,35640.0
1973,Sybil,Flora Rheta Schreiber,en-US,Intermediate,3.99,72493.0,nonfiction,502.68,301.608,4.26,809.0,HarperCollins Publishing,35640.0
1980,Cosmos,Carl Sagan,eng,Excellent,4.35,76440.0,nonfiction,1131.62,678.972,9.59,810.0,Penguin Group (USA) LLC,35640.0
2005,Haunted: A Novel of Stories,Chuck Palahniuk,eng,Intermediate,3.59,68861.0,fiction,234.82,140.892,1.99,810.0,Simon and Schuster Digital Sales Inc,35424.0
2006,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,eng,Excellent,4.16,59333.0,genre fiction,1680.32,1008.192,14.24,811.0,Penguin Group (USA) LLC,35424.0
2004,The Ruins of Gorlan,John Flanagan,eng,Excellent,4.2,83085.0,nonfiction,824.82,494.892,6.99,818.0,Random House LLC,34992.0
2000,The Brethren,John Grisham,,Intermediate,3.71,69351.0,fiction,942.82,565.692,7.99,820.0,Penguin Group (USA) LLC,34992.0
2008,City of Thieves,David Benioff,en-GB,Excellent,4.28,68063.0,genre fiction,232.83,139.698,1.99,832.0,HarperCollins Publishers,34128.0
1987,Eyes of the Dragon,Stephen King,eng,Intermediate,3.92,72714.0,nonfiction,700.83,420.498,5.99,837.0,HarperCollins Publishers,33264.0
2011,Leviathan Wakes,James S.A. Corey,eng,Excellent,4.2,68416.0,nonfiction,1689.48,1013.688,14.44,840.0,HarperCollins Publishers,33048.0
2015,Queen of Shadows,Sarah J. Maas,eng,Famous,4.6,99067.0,genre fiction,349.83,209.898,2.99,841.0,Macmillan,33048.0
1991,Maus II : And Here My Troubles Began ,Art Spiegelman,eng,Famous,4.41,90147.0,nonfiction,583.83,350.298,4.99,842.0,Hachette Book Group,32832.0
2003,To the Nines,Janet Evanovich,eng,Excellent,4.16,86963.0,genre fiction,1402.83,841.698,11.99,844.0,Penguin Group (USA) LLC,32832.0
2009,An Echo in the Bone,Diana Gabaldon,eng,Famous,4.42,68854.0,genre fiction,1391.13,834.678,11.89,854.0,Simon and Schuster Digital Sales Inc,32184.0
2011,Unearthly,Cynthia Hand,en-US,Excellent,4.06,99942.0,genre fiction,232.83,139.698,1.99,857.0,Hachette Book Group,31968.0
1988,The Case for Christ,Lee Strobel,,Excellent,4.1,67128.0,genre fiction,799.11,479.466,6.83,859.0,Macmillan,31752.0
2002,Hoot,Carl Hiaasen,eng,Intermediate,3.81,75275.0,genre fiction,583.83,350.298,4.99,862.0,Penguin Group (USA) LLC,31752.0
1992,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,en-US,Intermediate,3.97,63304.0,genre fiction,892.04,535.224,7.69,867.0,Random House LLC,31536.0
2004,The Golem's Eye,Jonathan Stroud,en-US,Excellent,4.09,69058.0,nonfiction,810.84,486.504,6.99,886.0,Simon and Schuster Digital Sales Inc,29808.0
2016,A Court of Mist and Fury,Sarah J. Maas,eng,Famous,4.72,108384.0,genre fiction,1158.84,695.304,9.99,900.0,Simon and Schuster Digital Sales Inc,28512.0
2010,Life,Keith Richards,en-GB,Intermediate,3.84,60409.0,genre fiction,926.84,556.104,7.99,900.0,Random House LLC,28512.0
1998,The Pilot's Wife,Anita Shreve,eng,Intermediate,3.5,71777.0,genre fiction,1367.35,820.41,11.89,904.0,Simon and Schuster Digital Sales Inc,28296.0
1859,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,Charles Darwin,eng,Intermediate,3.97,64162.0,genre fiction,1033.85,620.31,8.99,909.0,HarperCollins Publishers,2943.0
1971,Post Office,Charles Bukowski,en-US,Excellent,4.01,59295.0,nonfiction,343.85,206.31,2.99,913.0,HarperCollins Publishers,2916.0
2008,The Likeness,Tana French,eng,Excellent,4.05,72480.0,genre fiction,803.85,482.31,6.99,920.0,Penguin Group (USA) LLC,2916.0
2015,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,eng,Excellent,4.07,61439.0,genre fiction,930.35,558.21,8.09,921.0,Penguin Group (USA) LLC,2916.0
1997,Don't Sweat the Small Stuff,Richard Carlson,eng,Intermediate,3.95,63324.0,genre fiction,884.35,530.61,7.69,927.0,Random House LLC,2916.0
1992,Mostly Harmless,Douglas Adams,en-US,Intermediate,3.96,72426.0,nonfiction,573.85,344.31,4.99,931.0,Simon and Schuster Digital Sales Inc,2916.0
2003,Benjamin Franklin: An American Life,Walter Isaacson,eng,Intermediate,3.96,70335.0,genre fiction,573.85,344.31,4.99,933.0,Macmillan,2916.0
2004,Going Postal,Terry Pratchett,eng,Excellent,4.36,75186.0,fiction,1366.86,820.116,11.99,939.0,Penguin Group (USA) LLC,2916.0
2009,What the Dog Saw and Other Adventures,Malcolm Gladwell,eng,Intermediate,3.82,65277.0,genre fiction,876.66,525.996,7.69,950.0,Random House LLC,2916.0
2008,Last Argument of Kings,Joe Abercrombie,eng,Excellent,4.26,65068.0,genre fiction,568.86,341.316,4.99,952.0,Macmillan,2916.0
2006,The Blind Side: Evolution of a Game,Michael   Lewis,eng,Excellent,4.16,37792.0,children,226.86,136.116,1.99,956.0,HarperCollins Publishers,2889.0
2001,Lirael,Garth Nix,en-US,Excellent,4.29,78903.0,genre fiction,876.66,525.996,7.69,957.0,Penguin Group (USA) LLC,2889.0
1678,,John Bunyan,,Intermediate,3.98,67777.0,genre fiction,856.14,513.684,7.51,967.0,Penguin Group (USA) LLC,2889.0
2005,One Shot,Lee Child,eng,Excellent,4.2,63335.0,genre fiction,340.86,204.516,2.99,968.0,Simon and Schuster Digital Sales Inc,2889.0
2008,Duma Key,Stephen King,en-US,Intermediate,3.93,73807.0,genre fiction,844.74,506.844,7.41,969.0,Macmillan,2889.0
2006,Proven Guilty,Jim Butcher,eng,Famous,4.41,75133.0,genre fiction,778.62,467.172,6.83,971.0,Simon and Schuster Digital Sales Inc,2889.0
1958,The Once and Future King,T.H. White,eng,Excellent,4.08,76911.0,nonfiction,746.7,448.02,6.55,973.0,Macmillan,2889.0
1992,Small Gods,Terry Pratchett,en-GB,Excellent,4.27,72588.0,genre fiction,1220.4,732.24,10.8,977.0,HarperCollins Publishers,2889.0
2006,,Alison Bechdel,eng,Excellent,4.12,48305.0,genre fiction,902.87,541.722,7.99,981.0,Hachette Book Group,2889.0
2012,Me and Earl and the Dying Girl,Jesse Andrews,en-US,Intermediate,3.58,82270.0,nonfiction,1241.87,745.122,10.99,988.0,Random House LLC,2889.0
2014,The Bone Clocks,David Mitchell,eng,Intermediate,3.81,53151.0,genre fiction,781.96,469.176,6.92,1001.0,Random House LLC,2862.0
2004,The Last Juror,John Grisham,eng,Intermediate,3.85,63114.0,nonfiction,970.67,582.402,8.59,1005.0,Penguin Group (USA) LLC,2862.0
2003,Diary,Chuck Palahniuk,eng,Intermediate,3.6,58428.0,genre fiction,1015.87,609.522,8.99,1006.0,Hachette Book Group,2862.0
2005,Eleven on Top,Janet Evanovich,en-US,Excellent,4.15,84363.0,genre fiction,846.37,507.822,7.49,1006.0,Penguin Group (USA) LLC,2862.0
2014,The Miniaturist,Jessie Burton,eng,Intermediate,3.58,56344.0,genre fiction,224.87,134.922,1.99,1010.0,HarperCollins Publishers,2862.0
2005,The Burning Bridge,John Flanagan,en-US,Excellent,4.28,74156.0,nonfiction,838.88,503.328,7.49,1015.0,Macmillan,2862.0
2009,Horns,Joe Hill,en-US,Intermediate,3.92,66287.0,nonfiction,334.88,200.928,2.99,1022.0,Hachette Book Group,4480.0
2009,The Year of the Flood,Margaret Atwood,eng,Excellent,4.05,68597.0,genre fiction,894.88,536.928,7.99,1024.0,Simon and Schuster Digital Sales Inc,4480.0
2003,The King of Torts,John Grisham,eng,Intermediate,3.67,61835.0,nonfiction,670.88,402.528,5.99,1027.0,HarperCollins Publishers,4480.0
2008,The 3 Mistakes of My Life,Chetan Bhagat,eng,Intermediate,2.97,53331.0,genre fiction,894.88,536.928,7.99,1032.0,Random House LLC,4440.0
2008,Shadow's Edge,Brent Weeks,en-US,Excellent,4.27,66390.0,genre fiction,1326.08,795.648,11.84,1033.0,Random House LLC,4440.0
2012,The Golden Lily,Richelle Mead,en-US,Excellent,4.36,86929.0,genre fiction,1230.88,738.528,10.99,1037.0,Penguin Group (USA) LLC,4440.0
2008,Chasing Harry Winston,Lauren Weisberger,eng,Novice,3.32,63342.0,genre fiction,558.88,335.328,4.99,1042.0,Random House LLC,4440.0
1960,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,eng,Excellent,4.15,64391.0,genre fiction,334.88,200.928,2.99,1044.0,HarperCollins Publishers,4440.0
2005,A Long Way Down,Nick Hornby,eng,Novice,3.41,59843.0,nonfiction,446.88,268.128,3.99,1046.0,Hachette Book Group,4440.0
1995,Rose Madder,Stephen King,eng,Intermediate,3.66,70921.0,genre fiction,222.88,133.728,1.99,1049.0,Simon and Schuster Digital Sales Inc,4400.0
2010,Cabin Fever,Jeff Kinney,eng,Excellent,4.21,63347.0,nonfiction,1330.89,798.534,11.99,1053.0,Penguin Group (USA) LLC,4400.0
2012,The Age of Miracles,Karen Thompson Walker,eng,Intermediate,3.64,61296.0,genre fiction,1314.24,788.544,11.84,1062.0,Random House LLC,4400.0
2009,Have a Little Faith: A True Story,Mitch Albom,en-US,Excellent,4.16,60002.0,nonfiction,220.89,132.534,1.99,1066.0,Hachette Book Group,4400.0
2014,The Rosie Effect,Graeme Simsion,eng,Intermediate,3.56,27308.0,genre fiction,1225.44,735.264,11.04,1068.0,Macmillan,4360.0
1941,Make Way for Ducklings,Robert McCloskey,,Excellent,4.21,70704.0,nonfiction,637.14,382.284,5.74,1074.0,HarperCollins Publishers,4360.0
2008,Small Favor,Jim Butcher,en-US,Famous,4.43,70029.0,nonfiction,1219.89,731.934,10.99,1077.0,Random House LLC,4360.0
2005,Princess Academy,Shannon Hale,eng,Excellent,4.01,82470.0,genre fiction,1414.14,848.484,12.74,1080.0,Simon and Schuster Digital Sales Inc,4360.0
1894,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,eng,Excellent,4.32,56918.0,nonfiction,1230.9,738.54,11.19,1095.0,HarperCollins Publishers,4320.0
2012,The Orphan Master's Son,Adam Johnson,eng,Excellent,4.06,52765.0,genre fiction,108.9,65.34,0.99,1097.0,Macmillan,4320.0
2004,Where Rainbows End,Cecelia Ahern,en-US,Intermediate,3.95,55236.0,nonfiction,1208.9,725.34,10.99,1101.0,Random House LLC,4320.0
2015,An Ember in the Ashes,Sabaa Tahir,eng,Excellent,4.32,45492.0,genre fiction,603.9,362.34,5.49,1106.0,HarperCollins Publishers,4320.0
1983,Alanna: The First Adventure,Tamora Pierce,en-US,Excellent,4.27,85699.0,genre fiction,1867.8,1120.68,16.98,1119.0,Penguin Group (USA) LLC,4280.0
2009,Her Fearful Symmetry,Audrey Niffenegger,en-GB,Novice,3.23,63737.0,nonfiction,416.9,250.14,3.79,1120.0,HarperCollins Publishers,4280.0
1990,The Fall of Hyperion,Dan Simmons,eng,Excellent,4.18,63235.0,nonfiction,641.3,384.78,5.83,1124.0,Simon and Schuster Digital Sales Inc,4280.0
1987,The Black Dahlia,James Ellroy,en-US,Intermediate,3.75,61412.0,genre fiction,1088.91,653.346,9.99,1127.0,Random House LLC,4280.0
1991,Wild Swans: Three Daughters of China,Jung Chang,en-US,Excellent,4.23,60193.0,nonfiction,434.91,260.946,3.99,1129.0,HarperCollins Christian Publishing,4280.0
1956,Old Yeller,Fred Gipson,en-US,Excellent,4.06,69815.0,genre fiction,1502.02,901.212,13.78,1136.0,Macmillan,4280.0
1999,Hearts in Atlantis,Stephen King,eng,Intermediate,3.8,65063.0,genre fiction,216.91,130.146,1.99,1142.0,Macmillan,4240.0
2016,,Jodi Picoult,eng,Excellent,4.35,73745.0,genre fiction,1306.91,784.146,11.99,1144.0,Penguin Group (USA) LLC,4240.0
2003,The Queen's Fool,Philippa Gregory,en-US,Intermediate,3.83,69504.0,genre fiction,598.41,359.046,5.49,1148.0,Simon and Schuster Digital Sales Inc,4240.0
2012,The Darkest Minds,Alexandra Bracken,eng,Excellent,4.26,83886.0,fiction,620.21,372.126,5.69,1150.0,Hachette Book Group,4240.0
1853,Twelve Years a Slave,Solomon Northup,eng,Excellent,4.15,39758.0,genre fiction,543.91,326.346,4.99,1156.0,Random House LLC,4240.0
1995,The Diamond Age,Neal Stephenson,eng,Excellent,4.19,61836.0,genre fiction,970.92,582.552,8.99,1167.0,Macmillan,108.0
1871,The Red Badge of Courage,Stephen Crane,eng,Novice,3.21,68448.0,genre fiction,1186.92,712.152,10.99,1173.0,Penguin Group (USA) LLC,108.0
2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,eng,Excellent,4.17,60236.0,genre fiction,1150.2,690.12,10.65,1174.0,Penguin Group (USA) LLC,108.0
2006,A Bruxa de Portobello,Paulo Coelho,eng,Intermediate,3.51,51461.0,genre fiction,1327.32,796.392,12.29,1179.0,HarperCollins Publishers,108.0
1992,The Tale of the Body Thief,Anne Rice,en-US,Intermediate,3.7,67267.0,fiction,214.92,128.952,1.99,1186.0,HarperCollins Publishers,108.0
2006,Saving The World and Other Extreme Sports,James Patterson,en-US,Excellent,4.16,75436.0,genre fiction,748.44,449.064,6.93,1190.0,Hachette Book Group,108.0
2006,The Boleyn Inheritance,Philippa Gregory,eng,Intermediate,3.84,62135.0,genre fiction,646.92,388.152,5.99,1193.0,Hachette Book Group,108.0
2015,A Spool of Blue Thread,Anne Tyler,eng,Novice,3.4,42339.0,genre fiction,1186.92,712.152,10.99,1194.0,Penguin Group (USA) LLC,108.0
2012,Losing It,Cora Carmack,eng,Intermediate,3.77,84438.0,genre fiction,538.92,323.352,4.99,1197.0,HarperCollins Publishers,108.0
1999,Disgrace,J.M. Coetzee,eng,Intermediate,3.83,50422.0,fiction,1078.92,647.352,9.99,1198.0,Random House LLC,108.0
1970,Frog and Toad Are Friends,Arnold Lobel,eng,Excellent,4.18,70119.0,nonfiction,322.92,193.752,2.99,1200.0,HarperCollins Publishers,108.0
2010,Heist Society,Ally Carter,en-US,Intermediate,3.91,75834.0,genre fiction,854.93,512.958,7.99,1201.0,Random House LLC,107.0
2016,Behind Closed Doors,B.A. Paris,eng,Intermediate,3.93,57865.0,fiction,919.13,551.478,8.59,1201.0,Penguin Group (USA) LLC,107.0
2006,Ptolemy's Gate,Jonathan Stroud,eng,Excellent,4.24,63838.0,genre fiction,1272.23,763.338,11.89,1207.0,HarperCollins Publishers,107.0
2012,Rapture,Lauren Kate,eng,Excellent,4.03,79360.0,nonfiction,1282.93,769.758,11.99,1216.0,Random House LLC,107.0
2010,Switched,Amanda Hocking,eng,Intermediate,3.89,45319.0,genre fiction,640.93,384.558,5.99,1217.0,Macmillan,107.0
1994,Disclosure,Michael Crichton,,Intermediate,3.76,57818.0,genre fiction,854.93,512.958,7.99,1219.0,Random House LLC,107.0
1911,Ethan Frome,Edith Wharton,eng,Novice,3.35,72421.0,nonfiction,405.53,243.318,3.79,1222.0,HarperCollins Publishers,107.0
2016,It Ends with Us,Colleen Hoover,eng,Famous,4.44,80433.0,fiction,747.93,448.758,6.99,1223.0,Penguin Group (USA) LLC,107.0
1961,Revolutionary Road,Richard Yates,eng,Intermediate,3.89,56550.0,genre fiction,735.64,441.384,6.94,1244.0,Penguin Group (USA) LLC,106.0
2011,Forever,Maggie Stiefvater,eng,Intermediate,3.91,85034.0,genre fiction,827.86,496.716,7.81,1249.0,Penguin Group (USA) LLC,106.0
1996,The Beach,Alex Garland,eng,Intermediate,3.91,52333.0,fiction,589.36,353.616,5.56,1251.0,Hachette Book Group,106.0
1955,Beezus and Ramona,Beverly Cleary,,Intermediate,3.97,75987.0,genre fiction,740.94,444.564,6.99,1257.0,Random House LLC,106.0
1982,Magician,Raymond E. Feist,en-US,Excellent,4.17,62432.0,genre fiction,815.14,489.084,7.69,1265.0,Random House LLC,106.0
2004,Bet Me,Jennifer Crusie,eng,Intermediate,3.95,70737.0,genre fiction,846.94,508.164,7.99,1266.0,Random House LLC,106.0
1989,The Power of One,Bryce Courtenay,eng,Excellent,4.34,57312.0,genre fiction,846.94,508.164,7.99,1270.0,Random House LLC,106.0
1930,The Maltese Falcon,Dashiell Hammett,eng,Intermediate,3.92,58742.0,genre fiction,846.94,508.164,7.99,1271.0,Hachette Book Group,106.0
